,x_box,y_box,width,high,onpix,x_bar,y_bar,x2bar,y2bar,xybar,x2ybr,xy2br,x_ege,xegvy,y_ege,yegvx,target
11781,2.0,3.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,24
320,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
16297,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,11
16181,0.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,7
7104,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,24
3208,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0,4
12197,1.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,3.0,9
3326,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
10632,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,5
3102,0.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,24
6598,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,17
7980,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,24
341,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,14
15761,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,1
12007,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,10
16065,2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,3.0,0.0,2.0,1.0,1.0,4
1391,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,15
10327,1.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,5
7302,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,3.0,3
4280,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3
8178,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,13
6361,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,6
13345,2.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,1.0,4.0,0.0,2.0,21
7878,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,6
8972,1.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,17
11269,2.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,10
17239,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2
19884,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,25
5619,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,5
19916,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,15
10960,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5
11691,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,16
10682,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,3.0,0.0,2.0,2
19871,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,0.0,2.0,0.0,2.0,9
6436,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,24
17696,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,15
6505,0.0,3.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,8
19600,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,15
14910,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,16
16676,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,2.0,0.0,3.0,6
5332,3.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,4.0,2.0,3.0,0.0,2.0,13
6379,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,23
17719,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,2
19193,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,17
10440,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,15
12527,0.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,8
16493,1.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,10
2971,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,3.0,0.0,2.0,20
6656,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,14
10163,2.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,15
6226,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,18
18867,1.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,0.0,3.0,1.0,3.0,2
2136,2.0,3.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,24
14487,1.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0,4.0,16
11737,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,2.0,5
16675,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,17
9204,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,25
16680,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,11
13193,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,14
11789,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,13
8876,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,25
9321,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,22
18515,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,14
9467,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,24
19464,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,8
5358,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,19
6681,0.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,8
11791,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,14
15271,0.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,7
762,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,17
7741,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,2.0,13
8100,3.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,7
4783,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,14
19309,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,19
14202,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,4.0,0.0,3.0,1.0,2.0,16
11245,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,12
9643,0.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0
214,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,9
4025,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,18
16014,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,4
6362,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,15
9006,1.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,25
6877,0.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,7
3356,0.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,8
17227,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,2.0,3.0,0.0,2.0,0.0,2.0,9
8814,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,20
4957,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,14
3503,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2
13526,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,3.0,10
11068,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,0.0,2.0,12
1516,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,0.0,2.0,0.0,2.0,2
338,2.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,10
5526,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,18
10461,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,3.0,0.0,2.0,0.0,2.0,9
973,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,16
4049,2.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,15
15425,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,7
17079,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,5
77,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,12
3634,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,4.0,2.0,0.0,3.0,0.0,2.0,24
15421,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,20
15960,1.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,4.0,3.0,1.0,0.0,3.0,0.0,1.0,19
13170,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,8
3612,1.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,9
16767,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,10
3042,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,18
8986,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,3.0,10
9374,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,12
13185,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,14
7698,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,16
19140,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,25
9422,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,2.0,18
3621,1.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,0.0,3.0,1.0,3.0,2
19256,2.0,3.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,7
6050,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,18
16965,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
13789,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,25
2391,2.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,6
9468,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,8
9371,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,0.0,2.0,0.0,2.0,9
1589,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,1
13806,1.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,4.0,2.0,0.0,4.0,0.0,2.0,19
1588,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
3149,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,22
17939,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
10384,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,14
7284,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,6
9474,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,18
479,2.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,10
15979,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,24
778,1.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,3.0,17
8713,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,4
3100,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,2
3466,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,3
18995,1.0,3.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,21
16566,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,24
1340,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,1
1796,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,3
17633,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,21
2711,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,20
8606,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,11
4302,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,22
18773,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,16
7806,2.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,24
6682,0.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,21
10397,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,16
19836,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,4.0,6
7933,0.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,0.0,2.0,1.0,4.0,4
16021,0.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,3
7276,2.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,23
173,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,20
9724,1.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,24
13854,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,3.0,2.0,3.0,2
2138,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,7
9603,0.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,2.0,15
17099,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,18
17931,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,20
4006,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,1
8789,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,1
4045,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,20
16801,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,3.0,1.0,2.0,6
4827,0.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,15
11981,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,8
3168,1.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,10
15636,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,1.0,3.0,0.0,3.0,21
11736,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,18
8919,2.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,3.0,4.0,2.0,2.0,0.0,3.0,2.0,2.0,25
1572,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,2.0,15
9874,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1
19121,3.0,4.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,4.0,0.0,2.0,1.0,3.0,11
4428,2.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,5
5484,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,7
9750,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,4
9832,2.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0,24
6727,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,16
6694,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,24
15790,0.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,24
12031,0.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,16
19128,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,14
16869,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3
9583,3.0,4.0,3.0,2.0,2.0,2.0,1.0,0.0,3.0,4.0,2.0,3.0,0.0,2.0,1.0,2.0,25
6195,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4
13384,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,23
919,1.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,15
10992,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,3.0,2.0,2.0,18
3588,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1
826,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,18
787,0.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,25
3156,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,8
15858,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,1.0,4.0,25
14291,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,13
8990,1.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0,24
12348,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
1093,2.0,4.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,0.0,3.0,1.0,3.0,2
15616,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1
12160,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,23
2117,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0.0,3.0,0.0,2.0,20
16087,2.0,4.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,19
5942,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,0
17010,3.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0,19
1404,0.0,2.0,1.0,1.0,0.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,19
11680,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,6
