,parents,has_nurs,form,children,housing,finance,social,health,target
7174,1,0,1,0,1,1,0,1,3
12817,0,4,2,1,2,0,0,1,3
2205,2,1,3,0,1,1,0,2,1
48,2,3,0,0,1,1,2,2,4
3729,2,4,1,1,0,0,2,2,1
10479,0,1,0,2,0,0,2,2,1
12435,0,4,1,2,0,1,1,2,3
9403,0,3,2,2,0,0,1,1,1
2514,2,1,2,2,2,1,2,2,1
10778,0,1,1,3,2,1,2,0,0
10980,0,1,3,3,2,0,0,2,3
3553,2,4,0,1,1,0,1,1,3
10284,0,2,2,2,2,0,1,2,3
1515,2,2,2,0,0,0,2,2,4
6027,1,2,2,3,2,1,1,2,1
4845,1,3,3,1,1,0,2,2,1
10508,0,1,0,2,2,1,2,0,0
9465,0,3,2,3,0,1,1,2,3
10488,0,1,0,2,0,1,2,2,3
11830,0,0,3,3,0,0,2,1,3
11184,0,1,2,3,0,0,1,2,3
4265,2,4,2,2,1,1,1,0,0
5135,1,3,2,3,0,0,2,0,0
3376,2,0,2,2,2,1,0,1,3
9104,0,3,3,0,2,1,2,0,0
7196,1,0,1,1,0,1,2,0,0
3228,2,0,3,3,1,0,1,2,3
10151,0,2,3,3,1,1,1,0,0
780,2,3,2,2,2,0,1,2,1
11640,0,0,1,3,2,1,2,2,3
10916,0,1,3,2,0,0,1,0,0
11626,0,0,1,3,0,1,1,1,3
7801,1,4,0,0,2,0,1,1,3
8507,1,4,2,1,2,1,0,0,0
1830,2,1,0,1,1,1,2,2,1
11587,0,0,1,2,2,1,2,1,3
285,2,3,1,1,0,1,1,2,1
9390,0,3,2,1,1,1,2,2,1
10699,0,1,1,2,0,0,1,1,3
4137,2,4,2,0,2,1,1,2,3
9094,0,3,3,0,2,0,2,1,1
10728,0,1,1,2,1,0,0,2,3
10787,0,1,1,3,1,0,2,0,0
3329,2,0,2,1,2,1,1,0,0
2303,2,1,3,2,2,1,1,0,0
1981,2,1,1,0,1,0,0,1,1
3066,2,0,3,0,1,0,1,2,3
4467,1,3,0,2,1,0,2,2,1
5568,1,2,1,3,0,0,1,2,1
6022,1,2,2,3,2,1,0,1,1
4128,2,4,2,0,2,0,1,2,3
6163,1,1,0,2,0,0,1,1,1
8765,0,3,0,2,0,1,1,0,0
12682,0,4,3,2,1,1,0,1,3
10593,0,1,1,0,0,1,0,2,1
10313,0,2,2,2,1,1,1,0,0
3926,2,4,3,0,1,0,0,0,0
3628,2,4,0,3,0,1,0,1,3
2665,2,0,0,1,2,0,0,1,1
6059,1,1,0,0,0,1,0,0,0
4705,1,3,1,3,0,0,1,1,1
11728,0,0,3,1,0,1,0,1,3
11962,0,0,2,1,2,1,0,1,3
1039,2,2,0,3,0,1,2,1,1
11596,0,0,1,2,1,0,2,1,3
1295,2,2,1,3,1,1,1,0,0
1891,2,1,0,3,0,0,0,1,1
5284,1,2,0,1,1,1,0,1,1
9127,0,3,3,1,0,0,0,1,1
11219,0,1,2,3,1,0,2,0,0
3944,2,4,3,1,0,0,0,0,0
11636,0,0,1,3,2,0,1,0,0
12294,0,4,0,3,1,0,0,2,3
5341,1,2,0,2,1,1,2,1,1
6331,1,1,1,1,0,1,2,1,1
8427,1,4,2,0,0,0,2,2,1
3362,2,0,2,2,0,1,2,0,0
1650,2,2,2,2,2,1,2,2,1
9574,0,2,0,1,0,1,1,1,1
9030,0,3,1,3,0,1,2,2,1
7467,1,0,3,2,0,1,1,2,3
9488,0,3,2,3,1,0,0,0,0
4059,2,4,3,3,0,1,0,2,3
3472,2,4,0,0,0,1,1,1,3
8025,1,4,1,0,2,1,1,2,3
1863,2,1,0,2,2,1,0,2,1
4189,2,4,2,1,2,1,2,1,3
3571,2,4,0,2,0,0,1,1,3
6021,1,2,2,3,2,1,0,2,1
11315,0,0,0,1,2,1,0,0,0
1495,2,2,3,3,1,0,0,1,1
11200,0,1,2,3,2,0,2,1,3
5997,1,2,2,3,0,0,2,2,4
4182,2,4,2,1,2,0,1,2,3
6519,1,1,3,0,1,0,2,2,1
716,2,3,2,1,0,1,2,0,0
11472,0,0,1,0,2,0,1,2,3
3982,2,4,3,1,1,0,2,1,3
11966,0,0,2,1,2,1,2,0,0
7988,1,4,0,3,1,1,2,0,0
12299,0,4,0,3,1,0,2,0,0
11629,0,0,1,3,2,0,0,1,3
5151,1,3,2,3,2,0,2,2,1
11694,0,0,3,0,2,1,2,2,1
6350,1,1,1,1,2,1,2,0,0
9563,0,2,0,1,0,0,2,0,0
10896,0,1,3,1,1,0,1,2,3
7842,1,4,0,1,0,1,2,2,1
12811,0,4,2,1,0,1,2,1,3
815,2,3,2,3,0,0,2,0,0
4549,1,3,1,0,0,1,2,1,1
11373,0,0,0,2,2,1,1,2,3
6847,1,1,2,2,1,0,1,1,3
1703,2,2,2,3,2,1,0,0,0
10158,0,2,2,0,0,0,1,2,1
7073,1,0,0,2,1,1,1,0,0
2647,2,0,0,1,0,0,0,1,1
9269,0,3,3,3,2,1,1,0,0
3353,2,0,2,2,0,0,2,0,0
7831,1,4,0,1,0,0,0,1,3
1215,2,2,1,2,2,1,0,2,1
12827,0,4,2,1,2,1,0,0,0
6052,1,1,0,0,0,0,2,1,1
1590,2,2,2,1,2,0,1,2,1
9246,0,3,3,3,0,1,2,2,1
10583,0,1,0,3,1,1,1,0,0
8982,0,3,1,2,2,0,0,2,1
6825,1,1,2,2,2,0,2,2,1
8448,1,4,2,0,2,0,1,2,3
11054,0,1,2,0,1,0,0,0,0
8327,1,4,3,2,0,1,0,0,0
7768,1,0,2,3,1,1,0,1,3
11421,0,0,0,3,2,1,0,2,3
11611,0,0,1,3,0,0,0,1,3
6430,1,1,1,3,0,0,2,1,1
12347,0,4,1,0,2,1,1,0,0
7139,1,0,1,0,0,1,0,0,0
9758,0,2,1,0,1,0,0,0,0
8894,0,3,1,0,1,0,0,0,0
12690,0,4,3,3,0,0,0,2,1
5929,1,2,2,1,1,0,1,1,1
5089,1,3,2,2,0,1,2,1,1
7760,1,0,2,3,1,0,0,0,0
480,2,3,3,0,1,1,2,2,1
8797,0,3,0,2,1,1,2,1,3
7712,1,0,2,2,1,0,1,0,0
5170,1,3,2,3,1,0,2,1,1
5337,1,2,0,2,1,1,0,2,1
6650,1,1,3,3,0,0,1,0,0
3547,2,4,0,1,1,0,0,1,3
7881,1,4,0,1,1,1,1,2,3
4863,1,3,3,2,0,0,2,2,4
9485,0,3,2,3,2,1,1,0,0
12156,0,4,0,1,0,0,1,2,3
473,2,3,3,0,1,0,2,0,0
7897,1,4,0,2,0,1,2,1,3
8553,1,4,2,2,2,0,2,2,3
8929,0,3,1,1,2,0,0,1,1
3497,2,4,0,0,1,0,2,0,0
1718,2,2,2,3,1,0,1,0,0
6242,1,1,0,3,2,1,2,0,0
871,2,2,0,0,0,0,1,1,1
4058,2,4,3,3,0,0,1,0,0
11815,0,0,3,2,1,0,1,1,3
7787,1,4,0,0,0,1,0,0,0
4072,2,4,3,3,2,0,2,1,3
2822,2,0,1,0,0,1,2,0,0
5697,1,2,3,1,2,1,0,2,1
6395,1,1,1,2,2,0,2,0,0
10297,0,2,2,2,1,0,0,1,3
3249,2,0,2,0,0,1,0,2,1
3165,2,0,3,2,2,1,1,2,3
5981,1,2,2,2,1,0,2,0,0
6119,1,1,0,1,0,1,1,0,0
12602,0,4,3,1,2,0,0,0,0
1036,2,2,0,3,0,1,0,1,1
8492,1,4,2,1,0,1,2,0,0
2271,2,1,3,2,0,0,2,2,4
12701,0,4,3,3,0,1,0,0,0
4988,1,3,2,0,2,0,0,0,0
7901,1,4,0,2,0,1,1,0,0
8810,0,3,0,3,0,0,1,0,0
6101,1,1,0,0,1,1,1,0,0
1236,2,2,1,2,1,1,2,2,1
1483,2,2,3,3,2,0,1,1,1
2829,2,0,1,0,2,0,2,2,1
10642,0,1,1,1,0,0,2,1,3
4533,1,3,0,3,1,1,1,2,1
3841,2,4,1,3,0,0,1,1,3
4149,2,4,2,0,1,1,0,2,3
12456,0,4,1,2,1,0,0,2,3
2952,2,0,1,2,1,0,0,2,1
830,2,3,2,3,2,0,0,0,0
9988,0,2,3,0,1,1,1,1,3
1660,2,2,2,2,1,0,2,1,1
10464,0,1,0,1,1,0,1,2,3
8716,0,3,0,1,2,0,2,1,1
5404,1,2,1,0,0,0,2,1,1
5731,1,2,3,2,0,0,1,1,1
11190,0,1,2,3,0,1,2,2,3
5411,1,2,1,0,0,1,0,0,0
8769,0,3,0,2,2,0,2,2,1
4043,2,4,3,2,1,1,0,0,0
8222,1,4,3,0,0,1,2,0,0
8944,0,3,1,1,2,1,1,1,1
5451,1,2,1,0,1,1,1,2,1
1240,2,2,1,2,1,1,1,1,1
11638,0,0,1,3,2,1,0,1,3
7081,1,0,0,3,0,0,1,1,3
10955,0,1,3,2,1,1,0,0,0
8371,1,4,3,3,0,0,0,1,3
11159,0,1,2,2,2,1,1,0,0
12735,0,4,3,3,1,1,0,2,3
458,2,3,3,0,2,0,1,0,0
12640,0,4,3,2,0,0,2,1,3
4108,2,4,2,0,0,0,2,1,3
3087,2,0,3,1,0,1,0,2,1
12888,0,4,2,2,1,0,0,2,3
5574,1,2,1,3,0,1,2,2,1
10374,0,1,0,0,0,0,1,2,1
8298,1,4,3,1,1,0,0,2,3
3688,2,4,1,0,0,1,1,1,3
6062,1,1,0,0,0,1,2,0,0
8934,0,3,1,1,2,0,1,2,1
10350,0,2,2,3,1,0,0,2,1
9600,0,2,0,1,1,0,1,2,3
2798,2,0,0,3,1,0,1,0,0
5660,1,2,3,0,1,0,1,0,0
3477,2,4,0,0,2,0,2,2,1
10050,0,2,3,2,0,0,1,2,1
3868,2,4,1,3,2,1,1,1,3
12498,0,4,1,3,2,0,1,2,3
7285,1,0,1,2,1,1,2,1,3
5449,1,2,1,0,1,1,2,1,1
5511,1,2,1,2,0,0,2,2,4
11999,0,0,2,2,0,1,0,0,0
6624,1,1,3,2,1,0,0,2,1
7803,1,4,0,0,2,1,0,2,1
7741,1,0,2,3,2,0,0,1,3
562,2,3,3,2,2,0,2,1,1
11890,0,0,2,0,0,1,0,1,3
7532,1,0,3,3,2,0,1,0,0
9249,0,3,3,3,0,1,1,2,3
7906,1,4,0,2,2,0,2,1,3
12771,0,4,2,0,2,1,0,2,3
6520,1,1,3,0,1,0,2,1,3
4402,1,3,0,1,2,1,0,1,1
10925,0,1,3,2,0,1,1,0,0
1584,2,2,2,1,2,0,0,2,1
6398,1,1,1,2,2,0,1,0,0
266,2,3,1,0,1,1,2,0,0
10601,0,1,1,0,0,1,1,0,0
9205,0,3,3,2,2,0,1,1,3
3641,2,4,0,3,2,0,2,0,0
2189,2,1,3,0,2,1,0,0,0
11985,0,0,2,1,1,1,1,2,3
3924,2,4,3,0,1,0,0,2,3
8054,1,4,1,1,0,0,1,0,0
10729,0,1,1,2,1,0,0,1,3
574,2,3,3,2,2,1,1,1,1
6536,1,1,3,1,0,0,0,0,0
7661,1,0,2,1,1,1,0,0,0
3438,2,0,2,3,1,0,0,2,1
2043,2,1,1,1,1,1,0,2,1
10147,0,2,3,3,1,1,2,1,3
5610,1,2,1,3,1,1,2,2,1
10231,0,2,2,1,2,0,1,1,3
2241,2,1,3,1,2,1,0,2,1
3546,2,4,0,1,1,0,0,2,3
10513,0,1,0,2,1,0,0,1,3
9464,0,3,2,3,0,1,2,0,0
7612,1,0,2,0,1,1,1,1,3
12503,0,4,1,3,2,1,0,0,0
4774,1,3,3,0,2,0,2,1,1
6262,1,1,0,3,1,1,1,1,3
1369,2,2,3,1,2,0,0,1,1
5850,1,2,2,0,2,0,0,2,1
11718,0,0,3,1,0,0,0,2,1
11002,0,1,3,3,1,0,2,1,3
7717,1,0,2,2,1,1,2,1,3
516,2,3,3,1,2,1,2,2,1
4132,2,4,2,0,2,1,0,1,3
4178,2,4,2,1,2,0,0,0,0
10547,0,1,0,3,0,1,1,0,0
5300,1,2,0,2,0,0,1,0,0
6721,1,1,2,0,2,0,1,1,3
486,2,3,3,1,0,0,0,2,4
6272,1,1,1,0,0,0,1,0,0
3340,2,0,2,1,1,1,0,1,3
7793,1,4,0,0,0,1,1,0,0
1475,2,2,3,3,0,1,1,0,0
610,2,3,3,3,0,1,1,1,1
11517,0,0,1,1,0,1,1,2,3
6727,1,1,2,0,2,1,2,1,3
3591,2,4,0,2,2,1,0,2,3
740,2,3,2,1,1,0,0,0,0
6515,1,1,3,0,2,1,1,0,0
5624,1,2,3,0,0,0,1,0,0
12125,0,4,0,0,2,1,0,0,0
1339,2,2,3,0,1,0,1,1,1
4967,1,3,3,3,1,1,1,0,0
10152,0,2,2,0,0,0,0,2,1
11548,0,0,1,1,1,1,0,1,3
10309,0,2,2,2,1,1,2,1,3
1445,2,2,3,2,1,0,2,0,0
9038,0,3,1,3,2,0,0,0,0
7986,1,4,0,3,1,1,2,2,3
6154,1,1,0,1,1,1,1,1,3
12108,0,4,0,0,0,1,2,2,1
957,2,2,0,1,1,0,2,2,1
898,2,2,0,0,2,1,1,1,1
11154,0,1,2,2,2,1,2,2,3
11669,0,0,3,0,0,0,2,0,0
3821,2,4,1,2,1,0,2,0,0
2285,2,1,3,2,0,1,1,0,0
12915,0,4,2,3,0,1,0,2,3
791,2,3,2,2,2,1,1,0,0
12568,0,4,3,0,1,0,2,1,3
4281,2,4,2,3,0,1,1,2,3
5239,1,2,0,1,0,0,0,1,1
3276,2,0,2,0,1,0,0,2,1
4912,1,3,3,2,1,1,1,1,1
9271,0,3,3,3,1,0,0,1,3
12261,0,4,0,3,0,0,2,2,1
12747,0,4,2,0,0,0,2,2,1
3170,2,0,3,2,1,0,0,0,0
2940,2,0,1,2,2,0,1,2,3
1069,2,2,0,3,1,0,1,1,1
155,2,3,0,2,1,1,0,0,0
2119,2,1,1,3,0,1,2,1,1
9819,0,2,1,1,1,1,0,2,1
2441,2,1,2,1,0,1,0,0,0
8871,0,3,1,0,0,1,1,2,1
3135,2,0,3,2,0,0,2,2,1
1204,2,2,1,2,0,1,1,1,1
2886,2,0,1,1,2,0,1,2,1
5986,1,2,2,2,1,1,0,1,1
271,2,3,1,1,0,0,0,1,1
7743,1,0,2,3,2,0,2,2,3
626,2,3,3,3,2,1,2,0,0
3456,2,4,0,0,0,0,0,2,1
4980,1,3,2,0,0,1,2,2,1
1835,2,1,0,1,1,1,1,0,0
11665,0,0,3,0,0,0,0,1,3
6394,1,1,1,2,2,0,2,1,3
4274,2,4,2,3,0,0,1,0,0
11723,0,0,3,1,0,0,2,0,0
7313,1,0,1,3,2,0,2,0,0
12934,0,4,2,3,2,1,0,1,3
4287,2,4,2,3,2,0,2,2,3
11043,0,1,2,0,2,1,0,2,3
4200,2,4,2,1,1,0,1,2,3
7748,1,0,2,3,2,0,1,0,0
4176,2,4,2,1,2,0,0,2,3
4960,1,3,3,3,1,1,0,1,1
3947,2,4,3,1,0,0,2,0,0
5952,1,2,2,2,0,1,2,2,1
10585,0,1,1,0,0,0,0,1,3
8836,0,3,0,3,2,1,1,1,3
10598,0,1,1,0,0,1,2,0,0
4434,1,3,0,2,0,0,1,2,1
12929,0,4,2,3,2,0,2,0,0
4956,1,3,3,3,1,0,1,2,1
2536,2,1,2,2,1,1,1,1,1
2799,2,0,0,3,1,1,0,2,1
582,2,3,3,2,1,0,1,2,1
10379,0,1,0,0,0,1,0,0,0
10725,0,1,1,2,2,1,1,2,3
6914,1,0,0,0,0,0,0,0,0
2284,2,1,3,2,0,1,1,1,1
5285,1,2,0,1,1,1,0,0,0
4752,1,3,3,0,0,0,0,2,4
5903,1,2,2,1,0,1,1,0,0
12258,0,4,0,3,0,0,0,2,1
1540,2,2,2,0,2,1,0,1,1
10506,0,1,0,2,2,1,2,2,3
1089,2,2,1,0,0,1,0,2,4
8962,0,3,1,1,1,1,1,1,3
6964,1,0,0,0,1,1,1,1,3
5455,1,2,1,1,0,0,0,1,1
7651,1,0,2,1,1,0,0,1,3
11302,0,0,0,1,0,1,1,1,3
12004,0,0,2,2,0,1,1,1,3
795,2,3,2,2,1,0,2,2,1
6089,1,1,0,0,1,0,2,0,0
5141,1,3,2,3,0,1,0,0,0
10591,0,1,1,0,0,0,1,1,3
2172,2,1,3,0,0,1,2,2,4
1670,2,2,2,2,1,1,2,0,0
6897,1,1,2,3,1,0,2,2,1
10008,0,2,3,1,2,0,0,2,1
5591,1,2,1,3,2,1,0,0,0
9098,0,3,3,0,2,0,1,0,0
9810,0,2,1,1,1,0,0,2,1
2668,2,0,0,1,2,0,2,1,1
12092,0,0,2,3,1,1,2,0,0
6296,1,1,1,0,2,1,2,0,0
2966,2,0,1,2,1,1,2,0,0
5484,1,2,1,1,2,1,2,2,4
1548,2,2,2,0,1,0,0,2,1
6077,1,1,0,0,2,1,0,0,0
4630,1,3,1,1,1,0,2,1,1
3263,2,0,2,0,2,0,2,0,0
9499,0,3,2,3,1,1,2,1,3
2840,2,0,1,0,2,1,2,0,0
3017,2,0,1,3,1,1,0,0,0
5590,1,2,1,3,2,1,0,1,1
9605,0,2,0,1,1,1,0,0,0
2472,2,1,2,1,1,0,1,2,1
7833,1,4,0,1,0,0,2,2,1
1469,2,2,3,3,0,1,0,0,0
1392,2,2,3,1,1,0,1,2,1
3300,2,0,2,1,0,0,1,2,1
5312,1,2,0,2,2,0,0,0,0
1343,2,2,3,0,1,1,0,0,0
5244,1,2,0,1,0,0,1,2,1
597,2,3,3,3,0,0,2,2,4
6214,1,1,0,3,0,0,2,1,1
8783,0,3,0,2,2,1,1,0,0
2521,2,1,2,2,1,0,0,1,1
6181,1,1,0,2,2,0,1,1,3
2305,2,1,3,2,1,0,0,1,1
8914,0,3,1,1,0,0,2,1,1
7421,1,0,3,1,2,0,2,0,0
10365,0,2,2,3,1,1,1,2,3
865,2,2,0,0,0,0,0,1,1
10999,0,1,3,3,1,0,0,1,3
8569,1,4,2,2,1,0,0,1,3
3717,2,4,1,0,1,1,0,2,3
9982,0,2,3,0,1,1,0,1,3
9843,0,2,1,2,0,1,1,2,3
2783,2,0,0,3,2,1,0,0,0
8911,0,3,1,1,0,0,0,1,1
1807,2,1,0,1,2,0,1,1,1
1821,2,1,0,1,1,0,2,2,1
2855,2,0,1,0,1,1,0,0,0
9177,0,3,3,1,1,1,1,2,3
1971,2,1,1,0,2,1,0,2,4
1296,2,2,3,0,0,0,0,2,4
1589,2,2,2,1,2,0,2,0,0
3041,2,0,3,0,0,1,1,0,0
1585,2,2,2,1,2,0,0,1,1
9228,0,3,3,2,1,1,2,2,1
912,2,2,0,0,1,1,2,2,4
5226,1,2,0,0,1,0,1,2,1
7728,1,0,2,3,0,0,1,2,3
8140,1,4,1,2,1,0,2,1,3
7276,1,0,1,2,1,0,2,1,3
12705,0,4,3,3,0,1,1,2,3
1959,2,1,1,0,0,1,1,2,1
2908,2,0,1,1,1,1,0,1,3
9419,0,3,2,2,2,0,2,0,0
5213,1,2,0,0,2,1,0,0,0
4038,2,4,3,2,1,0,1,2,3
11704,0,0,3,0,1,0,2,1,3
11492,0,0,1,0,1,0,1,0,0
878,2,2,0,0,0,1,2,0,0
11787,0,0,3,2,0,1,1,2,3
12959,0,4,2,3,1,1,1,0,0
4954,1,3,3,3,1,0,2,1,1
3756,2,4,1,1,2,1,2,2,1
3378,2,0,2,2,2,1,2,2,1
4924,1,3,3,3,0,1,0,1,1
8235,1,4,3,0,2,1,0,2,1
3836,2,4,1,3,0,0,0,0,0
1360,2,2,3,1,0,1,0,1,1
6371,1,1,1,1,1,1,1,0,0
3873,2,4,1,3,1,0,2,2,3
4597,1,3,1,1,0,0,1,1,1
6883,1,1,2,3,2,0,1,1,3
9792,0,2,1,1,2,0,0,2,1
483,2,3,3,0,1,1,1,2,1
5174,1,3,2,3,1,0,1,0,0
8849,0,3,0,3,1,1,0,0,0
3488,2,4,0,0,2,1,2,0,0
2743,2,0,0,2,1,0,1,1,3
1749,2,1,0,0,2,0,2,2,4
7148,1,0,1,0,2,0,0,0,0
4116,2,4,2,0,0,1,2,2,3
1001,2,2,0,2,2,1,0,0,0
2637,2,0,0,0,1,1,0,2,1
7669,1,0,2,2,0,0,0,1,3
3725,2,4,1,0,1,1,1,0,0
7261,1,0,1,2,2,0,1,1,3
4175,2,4,2,1,0,1,1,0,0
9861,0,2,1,2,2,1,1,2,3
12312,0,4,1,0,0,0,0,2,1
1134,2,2,1,1,0,0,0,2,4
301,2,3,1,1,2,1,2,1,1
4263,2,4,2,2,1,1,1,2,3
4093,2,4,3,3,1,0,1,1,3
7929,1,4,0,2,1,1,0,2,3
10741,0,1,1,2,1,1,2,1,3
12637,0,4,3,2,0,0,0,1,3
12938,0,4,2,3,2,1,2,0,0
1545,2,2,2,0,2,1,1,2,1
5781,1,2,3,3,0,0,2,2,4
3764,2,4,1,1,1,0,0,0,0
8942,0,3,1,1,2,1,2,0,0
7646,1,0,2,1,2,1,2,0,0
8893,0,3,1,0,1,0,0,1,3
9554,0,2,0,0,1,1,2,0,0
8141,1,4,1,2,1,0,2,0,0
2490,2,1,2,2,0,0,1,2,1
5231,1,2,0,0,1,1,0,0,0
4267,2,4,2,3,0,0,0,1,3
12520,0,4,1,3,1,1,0,1,3
37,2,3,0,0,1,0,0,1,1
1167,2,2,1,1,2,1,1,2,1
4079,2,4,3,3,2,1,0,0,0
8455,1,4,2,0,2,1,2,1,3
5774,1,2,3,2,1,1,2,0,0
867,2,2,0,0,0,0,2,2,4
345,2,3,1,2,2,0,2,2,1
10669,0,1,1,1,2,1,2,1,3
1460,2,2,3,3,0,0,0,0,0
8789,0,3,0,2,1,0,2,0,0
6469,1,1,1,3,1,0,1,1,3
1112,2,2,1,0,2,1,2,0,0
3310,2,0,2,1,0,1,1,1,3
5473,1,2,1,1,2,0,0,1,1
1289,2,2,1,3,1,1,0,0,0
2037,2,1,1,1,1,0,2,2,1
8375,1,4,3,3,0,0,2,0,0
1451,2,2,3,2,1,1,0,0,0
1028,2,2,0,3,0,0,0,0,0
4880,1,3,3,2,2,0,0,0,0
7240,1,0,1,2,0,0,2,1,3
1986,2,1,1,0,1,0,1,2,1
12522,0,4,1,3,1,1,2,2,3
7045,1,0,0,2,2,0,1,1,3
3214,2,0,3,3,2,1,0,1,3
3474,2,4,0,0,2,0,0,2,1
12279,0,4,0,3,2,0,2,2,3
10992,0,1,3,3,2,1,2,2,3
10250,0,2,2,1,1,0,1,0,0
121,2,3,0,2,0,1,2,1,1
9656,0,2,0,2,1,0,1,0,0
6746,1,1,2,0,1,1,2,0,0
6457,1,1,1,3,2,1,2,1,3
7289,1,0,1,2,1,1,1,0,0
11432,0,0,0,3,1,0,0,0,0
12273,0,4,0,3,0,1,1,2,3
6222,1,1,0,3,0,1,2,2,1
4519,1,3,0,3,1,0,0,1,1
3282,2,0,2,0,1,0,1,2,3
4398,1,3,0,1,2,0,1,2,1
6806,1,1,2,2,0,0,0,0,0
9996,0,2,3,1,0,0,1,2,1
7348,1,0,3,0,0,0,2,1,3
6124,1,1,0,1,2,0,2,1,1
6540,1,1,3,1,0,0,1,2,1
1337,2,2,3,0,1,0,2,0,0
7523,1,0,3,3,0,1,1,0,0
12808,0,4,2,1,0,1,0,1,3
8101,1,4,1,2,0,0,0,1,3
6895,1,1,2,3,1,0,0,1,3
12116,0,4,0,0,2,0,0,0,0
10312,0,2,2,2,1,1,1,1,3
6805,1,1,2,2,0,0,0,1,1
2077,2,1,1,2,2,0,1,1,1
7738,1,0,2,3,0,1,1,1,3
1992,2,1,1,0,1,1,2,2,1
8154,1,4,1,3,0,0,0,2,1
6340,1,1,1,1,2,0,2,1,1
7924,1,4,0,2,1,0,2,1,3
4015,2,4,3,2,2,0,0,1,3
3113,2,0,3,1,2,1,1,0,0
197,2,3,0,3,2,1,1,0,0
4837,1,3,3,1,2,1,2,1,1
6449,1,1,1,3,2,0,2,0,0
4204,2,4,2,1,1,1,0,1,3
1664,2,2,2,2,1,0,1,0,0
6865,1,1,2,3,0,0,1,1,1
11614,0,0,1,3,0,0,2,1,3
1480,2,2,3,3,2,0,2,1,1
11187,0,1,2,3,0,1,0,2,3
4453,1,3,0,2,2,0,1,1,1
1396,2,2,3,1,1,1,0,1,1
3281,2,0,2,0,1,0,2,0,0
3830,2,4,1,2,1,1,2,0,0
3672,2,4,1,0,0,0,0,2,1
6085,1,1,0,0,1,0,0,1,1
11131,0,1,2,2,0,0,1,1,3
5515,1,2,1,2,0,0,1,1,1
7564,1,0,2,0,0,0,2,1,3
9829,0,2,1,2,0,0,0,1,1
7380,1,0,3,0,1,0,0,2,3
8975,0,3,1,2,0,1,0,0,0
8396,1,4,3,3,2,0,1,0,0
12675,0,4,3,2,1,0,2,2,3
4564,1,3,1,0,2,1,0,1,1
689,2,3,2,0,1,0,2,0,0
2600,2,0,0,0,0,0,1,0,0
12473,0,4,1,2,1,1,1,0,0
8441,1,4,2,0,0,1,1,0,0
4310,2,4,2,3,1,0,1,0,0
2502,2,1,2,2,2,0,0,2,1
1328,2,2,3,0,2,1,2,0,0
2202,2,1,3,0,1,0,1,2,1
10230,0,2,2,1,2,0,1,2,3
2023,2,1,1,1,2,0,1,1,1
4600,1,3,1,1,0,1,0,1,1
6749,1,1,2,0,1,1,1,0,0
6640,1,1,3,2,1,1,1,1,3
3048,2,0,3,0,2,0,1,2,1
432,2,3,3,0,0,0,0,2,4
7277,1,0,1,2,1,0,2,0,0
4795,1,3,3,0,1,0,1,1,1
8272,1,4,3,1,0,1,0,1,3
11004,0,1,3,3,1,0,1,2,3
8080,1,4,1,1,2,1,1,1,3
11881,0,0,2,0,0,0,0,1,3
12600,0,4,3,1,2,0,0,2,3
12704,0,4,3,3,0,1,2,0,0
4565,1,3,1,0,2,1,0,0,0
12378,0,4,1,1,0,1,2,2,1
599,2,3,3,3,0,0,2,0,0
3816,2,4,1,2,1,0,0,2,3
12720,0,4,3,3,2,1,2,2,3
5783,1,2,3,3,0,0,2,0,0
5972,1,2,2,2,2,1,2,0,0
5295,1,2,0,2,0,0,2,2,4
6502,1,1,3,0,2,0,2,1,1
5571,1,2,1,3,0,1,0,2,1
9961,0,2,3,0,2,0,1,1,1
9951,0,2,3,0,0,1,1,2,1
6477,1,1,1,3,1,1,1,2,3
1284,2,2,1,3,1,0,1,2,1
3711,2,4,1,0,1,0,2,2,3
8031,1,4,1,0,1,0,2,2,3
11516,0,0,1,1,0,1,2,0,0
6139,1,1,0,1,1,0,0,1,3
1440,2,2,3,2,1,0,0,2,1
9822,0,2,1,1,1,1,2,2,1
8211,1,4,3,0,0,0,2,2,1
7934,1,4,0,2,1,1,2,0,0
11065,0,1,2,0,1,1,2,1,3
4985,1,3,2,0,0,1,1,0,0
2776,2,0,0,3,2,0,2,1,3
1433,2,2,3,2,2,1,0,0,0
4247,2,4,2,2,2,1,1,0,0
11319,0,0,0,1,2,1,1,2,3
4033,2,4,3,2,1,0,0,1,3
684,2,3,2,0,1,0,0,2,1
12905,0,4,2,2,1,1,1,0,0
11141,0,1,2,2,0,1,1,0,0
9683,0,2,0,3,0,1,1,0,0
5114,1,3,2,2,1,0,0,0,0
12948,0,4,2,3,1,0,1,2,3
6841,1,1,2,2,1,0,0,1,3
9523,0,2,0,0,2,0,0,1,1
11480,0,0,1,0,2,1,2,0,0
10539,0,1,0,3,0,1,0,2,3
9945,0,2,3,0,0,1,0,2,1
3212,2,0,3,3,2,0,1,0,0
11161,0,1,2,2,1,0,0,1,3
6393,1,1,1,2,2,0,2,2,1
3486,2,4,0,0,2,1,2,2,1
729,2,3,2,1,2,1,0,2,1
8071,1,4,1,1,2,0,1,1,3
8550,1,4,2,2,2,0,0,2,3
4217,2,4,2,2,0,0,2,0,0
6383,1,1,1,2,0,1,0,0,0
3810,2,4,1,2,2,1,2,2,3
1952,2,1,1,0,0,0,1,0,0
6673,1,1,3,3,2,1,2,1,3
