,fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,target
5336,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
5885,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
8650,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
16504,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1
2576,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0
13044,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1
11017,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0
14077,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1
7414,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
16037,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1
17363,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1
2522,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
3646,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
14979,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1
12639,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1
18881,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,1
4016,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
5708,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
102,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
13870,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1
11697,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0
16966,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1
10542,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0
17213,2.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,1
2641,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,0
11590,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
16838,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,1
6426,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,0.0,2.0,0
9049,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
7960,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
5272,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
8463,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
10563,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,0.0,0
4864,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,0
12093,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
17943,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1
18344,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1
8689,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
8575,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
3599,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
10686,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
15019,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,1
16148,0.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,1
10968,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0
2610,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,0.0,0
13066,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1
5274,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
7569,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
11707,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,0
7731,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
13115,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,1
14244,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1
14725,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1
17892,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1
12537,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1
5563,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,0
15743,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,1
13110,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1
8156,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0
4353,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
11390,1.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,0
3689,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,0
17269,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,1
2966,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0
2375,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,0
18288,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,1
14705,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,1
18777,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
2690,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
9736,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,0
7505,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
9877,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
17863,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1
3322,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,0
6144,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
12842,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1
3995,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,0
9532,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
16338,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1
15845,3.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1
51,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0
15073,2.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1
5224,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,0
18456,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,1
14377,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,1
14551,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1
12458,4.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1
15809,2.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,1
6111,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,0
14531,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
8986,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
3884,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,3.0,0
2041,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
14322,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,3.0,1
3786,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,0
16669,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1
17539,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,1
7092,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
1490,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,0
8750,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0
7793,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
2671,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
9134,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
2588,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
10727,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
9010,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
10853,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0
9727,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0
17874,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1
6354,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
2159,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
480,0.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,0
1332,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
2337,1.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,0
13004,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,1
7862,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
15953,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1
192,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,0
12538,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1
14938,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1
7881,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0
9892,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
3168,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,0
11303,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0
11115,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
2445,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
1373,0.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,0
2330,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0
1054,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
15624,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1
3635,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,0
7976,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
3537,1.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
16533,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1
15993,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1
13907,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
13333,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,1
8198,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0
8097,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
10848,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,0
5290,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
9009,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
11280,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0
18361,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,1
1164,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0
15705,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1
5093,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
4301,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0
18812,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1
16350,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1
572,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
15795,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1
18902,2.0,1.0,2.0,1.0,0.0,3.0,4.0,1.0,4.0,3.0,1
399,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
17510,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,1
13048,2.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,1
7639,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
10366,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
7398,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
18178,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1
13805,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1
2823,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0
18124,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1
4584,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0
18762,1.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1
14799,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1
12168,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0
8740,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,4.0,0.0,0
16817,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,1
2323,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0
1893,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
15411,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1
15812,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,1
5886,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,0
3053,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0
16081,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,1
11100,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
5035,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
14484,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,1
17947,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1
17890,2.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1
18714,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1
7090,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0
17080,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1
18830,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1
16256,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1
3398,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
3914,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0
584,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
13985,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1
2363,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
9767,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,0
3361,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
12254,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,0.0,2.0,0
17606,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,1
191,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
8756,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
13903,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1
5033,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,0
7884,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0
16807,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,1
16684,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,1
18245,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1
13929,2.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,3.0,3.0,1
15679,2.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,4.0,2.0,1
1783,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
13026,1.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,1
2076,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
1415,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
1981,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0
8753,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0
7008,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
4028,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0
7445,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
2002,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
522,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,0
474,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0
177,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
9615,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0
15935,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1
15337,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1
5314,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
8394,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,0
5871,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
15814,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1
15847,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,1
13867,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
11622,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,0
4487,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0
1809,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
13868,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1
14192,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,1
17924,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1
5663,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
18438,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1
1569,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
16860,2.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1
3947,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
8310,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0
4339,1.0,1.0,3.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,0
14004,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,1
18313,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1
1818,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,4.0,0.0,0
13568,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
818,1.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,0
9737,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0
13654,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1
16411,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1
18879,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1
7514,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,0
3100,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
14052,3.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,1
9713,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,0
12103,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
11124,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
3467,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0
15480,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1
4185,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0
3480,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
14603,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1
16700,2.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1
9787,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0
8683,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0
5476,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0
1896,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
9960,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
17169,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1
365,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0
1557,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0
4755,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,0
11624,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0
5294,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0
10482,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,0
13956,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1
4371,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0
7081,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,0
16138,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,1
14084,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1
18827,0.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1
10680,1.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0
17207,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1
11753,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
3061,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,0
753,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0
8401,0.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,0
11747,1.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,0
18520,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1
1406,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0
12500,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1
4568,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0
2222,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,0
13500,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,1
937,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0
16660,2.0,1.0,2.0,1.0,0.0,3.0,1.0,3.0,4.0,3.0,1
149,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0
15302,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,1
15711,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,1
18828,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1
5706,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0
18766,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1
6186,1.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0
13951,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2376,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0
12683,1.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1
18868,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1
6575,0.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,0
3922,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,0
18463,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1
18221,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,1
2147,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0
