,Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,target
1111,3.0,4.0,3.0,3.0,3.0,3.0,2.0,0
3223,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1
1179,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
2557,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
2273,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1
1557,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
993,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
3659,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1
3587,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1
1252,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0
490,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
266,3.0,3.0,3.0,2.0,4.0,3.0,0.0,0
2121,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1079,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
22,2.0,3.0,2.0,2.0,3.0,2.0,4.0,0
2132,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1
2168,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1
2275,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1649,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
46,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
2285,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2554,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2191,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
1627,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0
1271,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
2497,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1
3461,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3073,2.0,2.0,2.0,2.0,3.0,2.0,0.0,1
3421,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1
3672,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1
1732,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1
1342,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0
1001,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
2852,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2556,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1754,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
2157,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1
1956,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
2352,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1
1452,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
237,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
327,1.0,2.0,2.0,2.0,3.0,2.0,4.0,0
1702,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1
284,3.0,4.0,4.0,3.0,3.0,3.0,1.0,0
1724,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1
1622,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0
3795,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
2863,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1251,3.0,3.0,2.0,4.0,2.0,3.0,1.0,0
435,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
3702,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
2926,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
328,3.0,3.0,4.0,2.0,4.0,3.0,4.0,0
381,2.0,3.0,3.0,3.0,3.0,3.0,2.0,0
3174,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
1304,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0
713,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
1821,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
373,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
1841,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2505,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1
3652,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1889,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
3354,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1
280,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
3406,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1
2348,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
915,1.0,1.0,1.0,2.0,2.0,1.0,3.0,0
3052,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1
1856,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1
422,2.0,2.0,3.0,2.0,4.0,2.0,0.0,0
259,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0
23,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1024,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0
2402,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1
2591,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1450,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3521,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1
2581,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1
1960,2.0,2.0,2.0,2.0,3.0,2.0,0.0,1
3254,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3466,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
1847,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
250,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0
196,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0
3245,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
1902,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1723,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1
2427,2.0,3.0,3.0,2.0,4.0,2.0,0.0,1
1998,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1
2158,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2855,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
2135,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3303,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
593,3.0,4.0,3.0,2.0,4.0,3.0,0.0,0
3241,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
3118,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
198,3.0,4.0,4.0,3.0,3.0,3.0,0.0,0
3732,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
1087,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0
2602,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
1577,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0
1323,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2271,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1
2045,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
542,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0
1399,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2306,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1
410,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0
607,3.0,4.0,3.0,3.0,3.0,3.0,0.0,0
3305,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
704,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
739,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
3054,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2738,1.0,1.0,0.0,3.0,1.0,1.0,2.0,1
903,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
1348,3.0,4.0,4.0,2.0,4.0,3.0,2.0,0
2777,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1124,2.0,3.0,3.0,1.0,4.0,2.0,2.0,0
3103,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1
3226,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
2939,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1977,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
1247,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1921,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
372,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0
1424,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
1538,3.0,4.0,4.0,3.0,3.0,3.0,0.0,0
638,3.0,3.0,3.0,4.0,2.0,3.0,2.0,0
3651,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1
783,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
2608,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1
708,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0
1517,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2832,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
2802,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1
1240,3.0,3.0,3.0,3.0,2.0,3.0,1.0,0
762,2.0,3.0,3.0,2.0,3.0,2.0,4.0,0
2296,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
1690,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1
3502,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1
1460,2.0,3.0,3.0,2.0,4.0,3.0,0.0,0
2261,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
810,3.0,3.0,2.0,3.0,3.0,3.0,2.0,0
2791,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3746,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
2844,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
3341,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1
2245,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2687,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1738,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1
1845,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1
2216,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
2829,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1
2211,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
1685,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1
3678,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
3350,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1
1798,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2835,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
1116,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0
1091,3.0,4.0,3.0,3.0,3.0,3.0,4.0,0
2468,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1
1807,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3282,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
3443,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
454,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0
116,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0
1050,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
1527,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
3575,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1
987,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2936,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
2177,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1
2414,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1290,2.0,3.0,3.0,3.0,3.0,2.0,3.0,0
2076,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
785,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
755,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
1969,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3286,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
2125,0.0,1.0,0.0,1.0,3.0,0.0,3.0,1
2046,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1516,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
27,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
3718,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1
51,3.0,3.0,3.0,4.0,2.0,3.0,3.0,0
1931,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1
1968,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
86,3.0,4.0,4.0,3.0,4.0,3.0,2.0,0
3574,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
1792,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2347,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
45,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
3274,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
778,2.0,3.0,3.0,3.0,3.0,3.0,2.0,0
2960,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1
1471,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0
3409,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
523,2.0,2.0,2.0,3.0,3.0,2.0,0.0,0
604,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
964,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2595,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1
1233,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1572,2.0,2.0,2.0,3.0,3.0,2.0,1.0,0
3572,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1
574,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
1002,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
1652,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
3099,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
2930,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1
1302,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
1669,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1
2127,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1
716,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
3227,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1385,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3627,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3602,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1
1164,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1280,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0
260,4.0,4.0,4.0,3.0,3.0,4.0,1.0,0
141,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2610,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1
3608,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
291,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1245,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1694,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
2093,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
102,3.0,4.0,4.0,2.0,4.0,3.0,0.0,0
1773,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1
1462,2.0,3.0,3.0,2.0,4.0,2.0,4.0,0
2612,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1
55,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
2106,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1662,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1285,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1935,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1
1307,2.0,2.0,2.0,2.0,4.0,2.0,1.0,0
3540,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1
899,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0
3541,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2836,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1
3750,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
2187,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
2786,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
1000,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
25,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1005,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2693,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1
311,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2558,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1629,2.0,2.0,2.0,2.0,4.0,2.0,3.0,0
1093,3.0,4.0,4.0,3.0,4.0,3.0,1.0,0
3730,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
2701,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2797,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3529,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2383,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2887,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
3154,2.0,2.0,2.0,2.0,3.0,2.0,0.0,1
1132,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0
1121,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0
997,1.0,2.0,2.0,2.0,3.0,2.0,1.0,0
233,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2166,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
1033,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0
2015,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1
1972,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
213,3.0,4.0,4.0,3.0,3.0,3.0,0.0,0
1268,3.0,3.0,2.0,4.0,2.0,3.0,1.0,0
3530,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
657,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2090,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
3723,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
514,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
486,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0
3591,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
3149,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1
1388,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
49,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2174,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
2865,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
917,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0
177,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0
85,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0
2787,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
129,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0
3737,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1
1744,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3447,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
355,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3111,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1
117,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
1761,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1
3110,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
1217,2.0,4.0,4.0,1.0,4.0,2.0,1.0,0
127,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
888,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3584,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1
1351,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1052,2.0,3.0,3.0,2.0,3.0,2.0,0.0,0
2224,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3395,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
1596,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
1852,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2433,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
908,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
1849,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
2597,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1
3399,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1
3592,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1
873,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0
389,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0
1830,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1
1901,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1417,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0
1293,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
685,1.0,2.0,2.0,1.0,4.0,1.0,0.0,0
1438,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0
754,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
3479,1.0,1.0,2.0,1.0,4.0,1.0,0.0,1
318,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0
2725,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
2446,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
2001,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1
3216,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3146,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
1067,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0
665,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0
2504,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1
598,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0
1970,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1892,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1891,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
1102,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
447,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0
2756,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1
39,2.0,3.0,4.0,2.0,4.0,2.0,0.0,0
2771,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
3359,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1
930,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
724,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
2258,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1
149,2.0,2.0,2.0,2.0,3.0,2.0,4.0,0
2683,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
1697,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1
2040,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
3,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
1681,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2564,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
3037,0.0,1.0,1.0,1.0,3.0,0.0,2.0,1
363,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
1479,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
3605,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
2365,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2669,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1
3266,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
2368,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
796,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2636,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1
1425,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2031,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3338,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1
2227,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1
5,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0
2886,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
365,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3056,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1
1771,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
3029,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3158,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
2068,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1
1097,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0
2086,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2884,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
2729,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3757,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1
610,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
70,3.0,4.0,3.0,4.0,2.0,4.0,1.0,0
465,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2824,1.0,2.0,2.0,2.0,3.0,1.0,0.0,1
2881,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
2254,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1
1467,2.0,2.0,3.0,2.0,4.0,2.0,0.0,0
3724,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
677,4.0,4.0,4.0,4.0,3.0,4.0,2.0,0
1423,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
1865,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1
1939,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1
3072,2.0,2.0,1.0,4.0,1.0,3.0,2.0,1
552,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1465,3.0,4.0,3.0,3.0,3.0,3.0,0.0,0
1562,3.0,3.0,3.0,2.0,4.0,3.0,0.0,0
3588,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
352,2.0,3.0,2.0,3.0,2.0,3.0,3.0,0
3333,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3522,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1
1140,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
710,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
1117,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0
2186,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
2851,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
889,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0
961,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
2877,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
2436,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1
3764,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3033,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1
3740,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3221,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1
2935,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
847,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
2263,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1
3639,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
2979,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
2212,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
2808,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1
131,1.0,2.0,2.0,1.0,4.0,1.0,0.0,0
240,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
1401,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
302,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0
1298,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
624,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
475,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
